family_id,label,example_fonts,source,target,origin,n_attested,n_documents,confidence
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=Ö,र,derived,30,14,0.8571428571428571
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Ü=,्,derived,26,12,0.9629629629629629
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=ä,र,derived,24,12,0.8571428571428571
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=î,ा,derived,23,9,0.7419354838709677
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âë,्,derived,22,12,0.7857142857142857
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=E,ं,derived,19,9,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",~=,ि,derived,18,11,0.782608695652174
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âàâ,का,derived,16,7,0.8888888888888888
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",of,के,derived,15,8,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=(,र,derived,14,6,0.6363636363636364
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ââ,ा,derived,14,8,0.7368421052631579
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ê=,ि,derived,14,9,0.9333333333333333
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",N),ी,derived,13,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Xâ,र,derived,13,9,0.8125
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âì,्,derived,13,9,0.9285714285714286
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Çâ,ा,derived,12,7,0.631578947368421
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ÇäÜ,र,derived,12,6,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Öâ,्,derived,12,5,0.7058823529411765
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",)=,ग,derived,11,7,0.6470588235294118
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=X,ि,derived,11,8,0.9166666666666666
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",t,ा,derived,11,6,0.5789473684210527
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Çà,िक,derived,11,5,0.9166666666666666
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ÑÇ,िक,derived,11,7,0.8461538461538461
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Ñì,िन,derived,11,9,0.6875
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",â=,र,derived,11,8,0.5789473684210527
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ë=î,न,derived,11,7,0.7857142857142857
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",er-,रा,derived,10,6,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Çâ=,के,derived,10,7,0.5555555555555556
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",â=Ç,्,derived,10,8,0.7142857142857143
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âX,का,derived,10,7,0.7692307692307693
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ãáL,िध,derived,10,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",äë=,या,derived,10,8,0.8333333333333334
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=ã,र,derived,9,8,0.6
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ÇÜ=,का,derived,9,8,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",â^,ी,derived,9,6,0.9
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",.,ि,derived,8,6,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",htm,लए,derived,8,6,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",pà,्,derived,8,8,0.6666666666666666
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",àì,्,derived,8,8,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âà,्,derived,8,7,0.6666666666666666
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ë=Ñ,ि,derived,8,8,0.8
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ñÉ,ा,derived,8,6,0.6666666666666666
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ñÉ],त,derived,8,6,0.7272727272727273
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=Ñì,्,derived,7,5,0.7
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Ç=,र,derived,7,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ÇX,्,derived,7,7,0.875
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",Çê,ा,derived,7,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ÖÜ,र,derived,7,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",áò,क,derived,7,6,0.7777777777777778
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",â=ã,्,derived,7,6,0.875
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âç,ा,derived,7,6,0.5833333333333334
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",íâ,त,derived,7,6,0.7
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",îÑ,र,derived,7,7,0.7
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",îâp,ि,derived,7,6,0.6363636363636364
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=É,ा,derived,6,5,0.8571428571428571
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=Éë,त,derived,6,5,0.75
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=äë,त,derived,6,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âÜ,र,derived,6,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ãá,न,derived,6,6,0.8571428571428571
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",(x,क,derived,5,5,1.0
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=ÇÜ,ि,derived,5,5,0.7142857142857143
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",=ÑÇ,ि,derived,5,5,0.8333333333333334
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",LâÑ,्,derived,5,5,0.8333333333333334
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",rL,ि,derived,5,5,0.7142857142857143
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",â),ा,derived,5,5,0.8333333333333334
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",âÑ,िर,derived,5,5,0.7142857142857143
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",äë,न,derived,5,5,0.7142857142857143
fam-05-tte2a71928t0,LEGACY_8BIT,"TTE2A71928t00, TTE2A70A90t00, TTE37EE6D8t00, TTE13D6120t00",ìÇ,ि,derived,5,5,1.0
